species_original_name,msw05_order,msw05_family,adultbodymass_g,gestationlen_d,littersize,homerange_km2,maxlongevity_m,populationdensity_n_km2,weaningage_d,trophiclevel,gr_midrangelat_dd,gr_midrangelong_dd,species_matched_name,open_tree_id,is_synonym
Sylvisorex granti,Soricomorpha,Soricidae,,,1.78,,,404.79,,,-0.85,33.25,Sylvisorex granti,587053,False
Sylvisorex howelli,Soricomorpha,Soricidae,,,,,,,,,-6.0,37.92,Sylvisorex howelli,587058,False
Sylvisorex isabellae,Soricomorpha,Soricidae,,,,,,,,,3.49,8.68,Sylvisorex isabellae,3614489,False
Sylvisorex johnstoni,Soricomorpha,Soricidae,3.19,,,,,,,,0.6,19.39,Sylvisorex johnstoni,1005591,False
Sylvisorex konganensis,Soricomorpha,Soricidae,5.15,,,,,,,,,,Sylvisorex konganensis,3614485,False
Sylvisorex lunaris,Soricomorpha,Soricidae,18.78,,2.69,,,840.59,,,-1.78,29.57,Sylvisorex lunaris,587055,False
Sylvisorex morio,Soricomorpha,Soricidae,,,1.99,,,,,,4.2,9.2,Sylvisorex morio,3614490,False
Sylvisorex ollula,Soricomorpha,Soricidae,16.59,,,,,,,,1.52,12.68,Sylvisorex ollula,535656,False
Sylvisorex oriundus,Soricomorpha,Soricidae,,,,,,,,,2.11,28.56,Sylvisorex oriundus,3614487,False
Sylvisorex pluvialis,Soricomorpha,Soricidae,,,,,,,,,,,Sylvisorex pluvialis,3614486,False
Sylvisorex vulcanorum,Soricomorpha,Soricidae,3.49,,,,,,,,-1.98,29.32,Sylvisorex vulcanorum,98831,False
Symphalangus syndactylus,Primates,Hylobatidae,10839.0,230.66,1.02,0.22,456.0,4.99,635.38,2.0,0.14,100.71,Symphalangus syndactylus,417961,False
Synaptomys borealis,Rodentia,Cricetidae,21.3,,4.27,,,,,,55.83,-110.9,Synaptomys borealis,910193,False
Synaptomys cooperi,Rodentia,Cricetidae,28.01,23.3,3.09,0.000847162,30.0,1144.96,20.41,1.0,42.99,-80.67,Synaptomys cooperi,688240,False
Syncerus caffer,Artiodactyla,Bovidae,592665.98,337.49,1.08,63.73,354.0,5.84,319.37,1.0,-8.82,14.73,Syncerus caffer,644255,False
Syntheosciurus brochus,Rodentia,Sciuridae,,,,,,,,1.0,9.51,-83.33,Syntheosciurus brochus,902076,False
Tachyglossus aculeatus,Monotremata,Tachyglossidae,4499.97,17.72,1.0,0.44,600.0,,170.08,3.0,-22.26,133.39,Tachyglossus aculeatus,16038,False
Tachyoryctes ankoliae,Rodentia,Spalacidae,,,,,,,,,-0.48,30.56,Tachyoryctes ankoliae,3608566,False
Tachyoryctes annectens,Rodentia,Spalacidae,,,,,,,,,-0.48,36.46,Tachyoryctes annectens,3608571,False
Tachyoryctes audax,Rodentia,Spalacidae,,,,,,,,,-0.48,36.52,Tachyoryctes audax,3608567,False
Tachyoryctes daemon,Rodentia,Spalacidae,,,,,,,,,-2.44,34.27,Tachyoryctes daemon,3608572,False
Tachyoryctes ibeanus,Rodentia,Spalacidae,,,,,,,,,-1.63,35.77,Tachyoryctes ibeanus,3608561,False
Tachyoryctes macrocephalus,Rodentia,Spalacidae,621.88,,1.0,,,6299.99,,1.0,7.05,39.56,Tachyoryctes macrocephalus,3608569,False
Tachyoryctes naivashae,Rodentia,Spalacidae,,,,,,,,,-1.28,36.99,Tachyoryctes naivashae,3608568,False
Tachyoryctes rex,Rodentia,Spalacidae,,,,,,,,,0.06,37.75,Tachyoryctes rex,3608564,False
Tachyoryctes ruandae,Rodentia,Spalacidae,,48.63,1.4,,,,,,-2.6,29.67,Tachyoryctes ruandae,3608570,False
Tachyoryctes ruddi,Rodentia,Spalacidae,,,,,,,,,0.28,34.83,Tachyoryctes ruddi,3608573,False
Tachyoryctes spalacinus,Rodentia,Spalacidae,,,,,,,,,-0.49,37.55,Tachyoryctes spalacinus,3608565,False
Tachyoryctes splendens,Rodentia,Spalacidae,227.13,39.01,1.41,7.80443e-05,,3385.42,35.07,,9.5,40.05,Tachyoryctes splendens,756782,False
Tachyoryctes storeyi,Rodentia,Spalacidae,,,,,,,,,,,Tachyoryctes storeyi,3608562,False
Tadarida aegyptiaca,Chiroptera,Molossidae,17.63,85.52,0.99,,,,60.41,3.0,1.12,40.11,Tadarida aegyptiaca,263936,False
Tadarida australis,Chiroptera,Molossidae,36.4,,1.0,,,,,,-29.12,133.39,Tadarida australis,3613948,False
Tadarida brasiliensis,Chiroptera,Molossidae,12.61,89.99,1.11,,180.0,,54.24,3.0,1.23,-81.11,Tadarida brasiliensis,238412,False
Tadarida lobata,Chiroptera,Molossidae,,,,,,,,,-8.08,32.8,Tadarida lobata,3613950,False
Tadarida teniotis,Chiroptera,Molossidae,28.07,,0.98,,,,,3.0,35.4,43.18,Tadarida teniotis,190910,False
Tadarida ventralis,Chiroptera,Molossidae,,,,,,,,,-7.27,32.62,Tadarida ventralis,3613914,False
Taeromys arcuatus,Rodentia,Muridae,,,,,,,,,-3.6,121.26,Taeromys arcuatus,3611070,False
Taeromys callitrichus,Rodentia,Muridae,,,,,,,,,-1.56,122.26,Taeromys callitrichus,3611073,False
Taeromys celebensis,Rodentia,Muridae,,,,,,,,,-1.56,122.26,Taeromys celebensis,3611068,False
Taeromys hamatus,Rodentia,Muridae,,,,,,,,,-1.57,120.33,Taeromys hamatus,3611078,False
Taeromys microbullatus,Rodentia,Muridae,,,,,,,,,,,Taeromys microbullatus,3610734,False
Taeromys punicans,Rodentia,Muridae,,,,,,,,,-1.6,120.33,Taeromys punicans,3611072,False
Taeromys taerae,Rodentia,Muridae,,,4.37,,,,,,1.33,124.94,Taeromys taerae,3611067,False
Talpa altaica,Soricomorpha,Talpidae,,288.95,4.59,,,,,3.0,59.73,99.01,Talpa altaica,243622,False
Talpa caeca,Soricomorpha,Talpidae,71.08,,,,,4999.99,,3.0,42.72,18.28,Talpa caeca,353440,False
Talpa caucasica,Soricomorpha,Talpidae,,,,,,,,3.0,43.3,44.11,Talpa caucasica,626275,False
Talpa davidiana,Soricomorpha,Talpidae,,,3.49,,,,,3.0,35.75,47.15,Talpa davidiana,3614243,False
Talpa europaea,Soricomorpha,Talpidae,87.53,30.41,3.89,0.002281811,84.0,925.63,32.49,3.0,52.82,35.32,Talpa europaea,222362,False
Talpa levantis,Soricomorpha,Talpidae,,,,,,,,3.0,40.56,38.18,Talpa levantis,626278,False
Talpa occidentalis,Soricomorpha,Talpidae,49.47,,,,,,,3.0,39.9,-4.93,Talpa occidentalis,366965,False
Talpa romana,Soricomorpha,Talpidae,92.5,,,0.002738746,,1157.05,,3.0,40.61,14.95,Talpa romana,1003027,False
Talpa stankovici,Soricomorpha,Talpidae,71.12,,,,,4999.99,,3.0,40.85,20.97,Talpa stankovici,850321,False
Tamandua mexicana,Pilosa,Myrmecophagidae,4178.51,163.24,,0.22,114.0,4.84,,3.0,8.71,-86.73,Tamandua mexicana,273227,False
Tamandua tetradactyla,Pilosa,Myrmecophagidae,4800.0,160.0,1.0,2.72,108.0,5.31,,3.0,-10.06,-56.5,Tamandua tetradactyla,1014324,False
Tamias alpinus,Rodentia,Sciuridae,36.54,,4.5,,,,,1.0,36.95,-118.82,Tamias alpinus,942784,False
Tamias amoenus,Rodentia,Sciuridae,50.63,30.46,4.99,0.008434861,62.0,152.81,41.99,2.0,45.07,-118.41,Tamias amoenus,1030055,False
Tamias bulleri,Rodentia,Sciuridae,100.0,,2.43,,,,,,23.21,-103.99,Tamias bulleri,956007,False
Tamias canipes,Rodentia,Sciuridae,70.2,,3.88,,,,,2.0,32.66,-105.26,Tamias canipes,428070,False
Tamias cinereicollis,Rodentia,Sciuridae,61.59,30.19,4.89,,,499.99,42.67,2.0,33.63,-109.39,Tamias cinereicollis,956003,False
Tamias dorsalis,Rodentia,Sciuridae,63.66,29.49,4.99,0.01,,,30.0,1.0,33.88,-111.22,Tamias dorsalis,428073,False
Tamias durangae,Rodentia,Sciuridae,84.99,,2.38,,,,,,24.79,-103.58,Tamias durangae,956012,False
Tamias merriami,Rodentia,Sciuridae,74.77,33.37,4.5,,,,,2.0,35.54,-119.28,Tamias merriami,956009,False
Tamias minimus,Rodentia,Sciuridae,42.87,29.19,4.95,0.01,75.96,221.91,37.71,2.0,50.47,-109.38,Tamias minimus,428107,False
Tamias obscurus,Rodentia,Sciuridae,72.99,,3.49,,,,,1.0,30.9,-115.05,Tamias obscurus,956016,False
Tamias ochrogenys,Rodentia,Sciuridae,91.69,,,,,,,2.0,39.36,-123.56,Tamias ochrogenys,501356,False
Tamias palmeri,Rodentia,Sciuridae,60.74,33.21,3.93,,,,81.85,2.0,36.33,-115.82,Tamias palmeri,956014,False
Tamias panamintinus,Rodentia,Sciuridae,51.73,36.23,4.04,,,,81.85,2.0,36.95,-117.42,Tamias panamintinus,429964,False
Tamias quadrimaculatus,Rodentia,Sciuridae,83.62,31.65,5.93,0.005589918,,52.0,,2.0,38.82,-120.3,Tamias quadrimaculatus,429967,False
Tamias quadrivittatus,Rodentia,Sciuridae,57.49,31.7,3.92,0.02,,,45.32,2.0,38.06,-106.79,Tamias quadrivittatus,428110,False
Tamias ruficaudus,Rodentia,Sciuridae,60.06,,4.85,,96.0,,,2.0,47.73,-115.18,Tamias ruficaudus,429959,False
Tamias rufus,Rodentia,Sciuridae,53.6,32.85,,0.007408495,,,45.24,1.0,38.51,-109.0,Tamias rufus,429961,False
Tamias senex,Rodentia,Sciuridae,89.35,,4.37,0.01,,,,2.0,41.13,-121.57,Tamias senex,429973,False
Tamias sibiricus,Rodentia,Sciuridae,94.16,34.98,5.01,0.001508451,,,29.69,,50.17,105.99,Tamias sibiricus,659097,False
Tamias siskiyou,Rodentia,Sciuridae,75.0,,,,,,,,42.81,-123.08,Tamias siskiyou,501354,False
Tamias sonomae,Rodentia,Sciuridae,75.0,,4.0,,,,21.0,1.0,39.85,-122.59,Tamias sonomae,429976,False
Tamias speciosus,Rodentia,Sciuridae,60.83,,4.14,0.01,,76.48,,2.0,37.12,-119.15,Tamias speciosus,800575,False
Tamias striatus,Rodentia,Sciuridae,,,,,,,,,40.78,-82.42,Tamias striatus,1005035,False
Tamias townsendii,Rodentia,Sciuridae,79.12,28.0,3.75,0.0072278,84.0,260.0,41.76,2.0,45.85,-122.45,Tamias townsendii,460632,False
Tamias umbrinus,Rodentia,Sciuridae,51.75,,6.8,0.02,,253.71,,,40.74,-112.04,Tamias umbrinus,429970,False
Tamiasciurus douglasii,Rodentia,Sciuridae,225.0,38.98,5.49,0.003531743,,44.28,,2.0,43.9,-122.92,Tamiasciurus douglasii,345257,False
Tamiasciurus hudsonicus,Rodentia,Sciuridae,200.24,34.25,3.93,0.007743219,144.0,174.35,67.22,2.0,50.04,-111.87,Tamiasciurus hudsonicus,866988,False
Tamiasciurus mearnsi,Rodentia,Sciuridae,,,,,,,,,31.89,-115.36,Tamiasciurus mearnsi,345256,False
Tamiops maritimus,Rodentia,Sciuridae,66.77,,2.59,,,,,,20.65,111.58,Tamiops maritimus,184622,False
Tamiops mcclellandii,Rodentia,Sciuridae,45.84,,2.38,,,,,,15.75,96.7,Tamiops mcclellandii,843314,False
Tamiops rodolphii,Rodentia,Sciuridae,,,,,,,,,12.87,105.2,Tamiops rodolphii,184615,False
Tamiops swinhoei,Rodentia,Sciuridae,,,3.4,,,,,,28.36,101.74,Tamiops swinhoei,149975,False
Tapecomys primus,Rodentia,Cricetidae,,,,,,,,,,,Tapecomys primus,972221,False
Taphozous achates,Chiroptera,Emballonuridae,,,,,,,,,-8.26,127.25,Taphozous achates,3613552,False
Taphozous australis,Chiroptera,Emballonuridae,,,,,,,,,-15.31,145.96,Taphozous australis,514592,False
Taphozous georgianus,Chiroptera,Emballonuridae,30.52,106.86,1.0,,60.0,,35.46,3.0,-18.4,132.38,Taphozous georgianus,652339,False
Taphozous hamiltoni,Chiroptera,Emballonuridae,,,,,,,,,7.24,27.0,Taphozous hamiltoni,3613550,False
Taphozous hildegardeae,Chiroptera,Emballonuridae,29.37,,1.0,,,,,3.0,-4.74,39.17,Taphozous hildegardeae,451724,False
Taphozous hilli,Chiroptera,Emballonuridae,21.99,,,,,,,,-23.98,127.31,Taphozous hilli,514605,False
Taphozous kapalgensis,Chiroptera,Emballonuridae,26.45,,,,,,,,-13.36,132.14,Taphozous kapalgensis,3613555,False
Taphozous longimanus,Chiroptera,Emballonuridae,25.11,107.22,0.99,,,,22.13,3.0,9.65,97.81,Taphozous longimanus,432535,False
Taphozous mauritianus,Chiroptera,Emballonuridae,27.97,42.89,1.0,,,,,3.0,-9.43,20.48,Taphozous mauritianus,879091,False
Taphozous melanopogon,Chiroptera,Emballonuridae,25.99,122.5,0.99,,,,46.67,,10.45,98.92,Taphozous melanopogon,1011486,False
Taphozous nudiventris,Chiroptera,Emballonuridae,32.49,100.11,1.0,,,,52.01,,19.29,40.47,Taphozous nudiventris,75194,False
Taphozous perforatus,Chiroptera,Emballonuridae,24.43,91.24,0.99,,,,,,4.57,31.48,Taphozous perforatus,3613554,False
Taphozous theobaldi,Chiroptera,Emballonuridae,36.83,,,,,,,,8.62,98.13,Taphozous theobaldi,3613551,False
Taphozous troughtoni,Chiroptera,Emballonuridae,,,,,,,,,-20.0,139.37,Taphozous troughtoni,3613557,False
Tapirus bairdii,Perissodactyla,Tapiridae,293781.59,396.24,1.0,1.15,,0.34,362.93,1.0,9.5,-85.49,Tapirus bairdii,9419,False
Tapirus indicus,Perissodactyla,Tapiridae,311209.19,396.5,1.0,9.4,360.0,0.11,211.71,1.0,5.3,102.44,Tapirus indicus,93318,False
Tarsius sangirensis,Primates,Tarsiidae,165.0,,1.02,,,,,,3.55,125.53,Tarsius sangirensis,49187,False
Tarsius syrichta,Primates,Tarsiidae,115.91,177.99,1.01,0.007129928,180.0,,82.49,1.0,9.07,124.19,Carlito syrichta,339031,True
Abditomys latidens,Rodentia,Muridae,268.09,,,,,,,,16.84,120.88,Abditomys latidens,3610454,False
Abeomelomys sevia,Rodentia,Muridae,54.88,,1.0,,,,,,-5.91,144.66,Abeomelomys sevia,456612,False
Abrawayaomys ruschii,Rodentia,Cricetidae,62.99,,,,,,,,-17.47,-42.04,Abrawayaomys ruschii,3611096,False
Abrocoma bennettii,Rodentia,Abrocomidae,250.5,,4.86,,27.6,143.85,,,-31.64,-70.55,Abrocoma bennettii,234035,False
Abrocoma boliviensis,Rodentia,Abrocomidae,158.0,,,,,,,,-17.75,-64.0,Abrocoma boliviensis,3609753,False
Abrocoma budini,Rodentia,Abrocomidae,,,,,,,,,,,Abrocoma budini,3609757,False
Abrocoma cinerea,Rodentia,Abrocomidae,193.64,109.49,2.19,,,,,,-19.39,-67.43,Abrocoma cinerea,906641,False
Abrocoma famatina,Rodentia,Abrocomidae,,,,,,,,,,,Abrocoma famatina,3609754,False
Abrocoma shistacea,Rodentia,Abrocomidae,,,,,,,,,,,Abrocoma shistacea,3609758,False
Abrocoma uspallata,Rodentia,Abrocomidae,,,,,,,,,,,Abrocoma uspallata,3609756,False
Abrocoma vaccarum,Rodentia,Abrocomidae,,,,,,,,,,,Abrocoma vaccarum,3609752,False
Abrothrix andinus,Rodentia,Cricetidae,24.91,,,,,,,,-23.42,-69.84,Abrothrix andinus,292081,False
Abrothrix hershkovitzi,Rodentia,Cricetidae,,,,,,,,,-54.77,-69.07,Abrothrix hershkovitzi,621147,False
Abrothrix illuteus,Rodentia,Cricetidae,47.79,,,,,,,,-25.55,-65.73,Abrothrix illuteus,419783,False
Abrothrix jelskii,Rodentia,Cricetidae,34.5,,,,,,,2.0,-18.08,-68.91,Abrothrix jelskii,644651,False
Abrothrix lanosus,Rodentia,Cricetidae,27.83,,,,,,,,-52.76,-71.02,Abrothrix lanosus,843843,False
Abrothrix longipilis,Rodentia,Cricetidae,38.86,,3.7,,,2777.2,,2.0,-42.23,-71.19,Abrothrix longipilis,754326,False
Abrothrix markhami,Rodentia,Cricetidae,,,,,,,,,-49.37,-74.92,Abrothrix markhami,311709,False
Abrothrix olivaceus,Rodentia,Cricetidae,24.52,,5.34,0.000448137,12.0,3211.81,,2.0,-37.1,-70.11,Abrothrix olivaceus,754318,False
Abrothrix sanborni,Rodentia,Cricetidae,24.7,,,,,,,2.0,-41.86,-73.03,Abrothrix sanborni,3608360,False
Acerodon celebensis,Chiroptera,Pteropodidae,384.84,,0.98,,,,,,-1.37,122.55,Acerodon celebensis,635022,False
Acerodon humilis,Chiroptera,Pteropodidae,,,,,,,,,3.93,126.67,Acerodon humilis,3613521,False
Acerodon jubatus,Chiroptera,Pteropodidae,1087.04,,1.0,,,,,1.0,12.1,123.17,Acerodon jubatus,718815,False
Acerodon leucotis,Chiroptera,Pteropodidae,,,,,,,,,10.06,118.63,Acerodon leucotis,3613520,False
Acerodon mackloti,Chiroptera,Pteropodidae,467.93,,0.98,,,,,1.0,-9.22,121.57,Acerodon mackloti,3613523,False
Acinonyx jubatus,Carnivora,Felidae,50577.92,92.24,3.28,88.27,228.0,0.01,91.42,3.0,4.24,22.95,Acinonyx jubatus,752759,False
Acomys airensis,Rodentia,Muridae,,,,,,,,,,,Acomys airensis,3608603,False
Akodon affinis,Rodentia,Cricetidae,24.89,,,,,,,2.0,5.59,-76.41,Akodon affinis,170298,False
Akodon albiventer,Rodentia,Cricetidae,25.95,,,,,,,3.0,-21.02,-67.76,Akodon albiventer,299290,False
Akodon aliquantulus,Rodentia,Cricetidae,,,,,,,,,,,Akodon caenosus,694678,True
Akodon azarae,Rodentia,Cricetidae,25.27,23.0,4.59,,,7679.65,14.44,2.0,-29.65,-60.74,Akodon azarae,754324,False
Akodon bogotensis,Rodentia,Cricetidae,12.99,,,,,,,,6.06,-72.62,Neomicroxus bogotensis,3608362,True
Akodon boliviensis,Rodentia,Cricetidae,27.5,,4.86,,,,,2.0,-20.71,-69.11,Akodon boliviensis,292086,False
Akodon budini,Rodentia,Cricetidae,26.9,,,,,,,,-23.45,-66.08,Akodon budini,837330,False
Akodon cursor,Rodentia,Cricetidae,39.84,,,,,442.88,,2.0,-22.26,-51.37,Akodon cursor,754322,False
Akodon dayi,Rodentia,Cricetidae,32.49,,,,,,,,-14.67,-65.6,Akodon dayi,837345,False
Akodon dolores,Rodentia,Cricetidae,50.49,,3.89,,,,,,-31.11,-64.44,Akodon dolores,817138,False
Akodon fumeus,Rodentia,Cricetidae,22.69,,,,,,,,-17.86,-66.82,Akodon fumeus,837332,False
Akodon iniscatus,Rodentia,Cricetidae,28.7,,,,,,,,-44.54,-69.0,Akodon iniscatus,817145,False
Akodon juninensis,Rodentia,Cricetidae,38.99,,,,,,,,-10.4,-75.76,Akodon juninensis,292084,False
Akodon kofordi,Rodentia,Cricetidae,29.49,,,,,,,,-13.7,-70.35,Akodon kofordi,292090,False
Akodon latebricola,Rodentia,Cricetidae,38.99,,,,,,,,-1.91,-78.46,Akodon latebricola,694987,False
Akodon leucolimnaeus,Rodentia,Cricetidae,,,,,,,,,,,Akodon spegazzinii,170300,True
Akodon lindberghi,Rodentia,Cricetidae,26.4,,,,,,,,-14.15,-46.33,Akodon lindberghi,837916,False
Akodon lutescens,Rodentia,Cricetidae,20.69,,,,,,,,-20.19,-66.99,Akodon lutescens,806769,False
Akodon mimus,Rodentia,Cricetidae,23.99,,,,,,,,-15.85,-67.14,Akodon mimus,1068786,False
Akodon molinae,Rodentia,Cricetidae,32.99,23.0,3.77,,,,26.0,,-36.71,-65.09,Akodon molinae,224514,False
Akodon mollis,Rodentia,Cricetidae,30.39,,,,,,,,-3.32,-78.49,Akodon mollis,292088,False
Akodon montensis,Rodentia,Cricetidae,,,,,,,,,,,Akodon montensis,837919,False
Akodon mystax,Rodentia,Cricetidae,,,,,,,,,,,Akodon mystax,837918,False
Akodon neocenus,Rodentia,Cricetidae,42.39,,,,,,,,-39.39,-65.68,Akodon neocenus,3608361,False
Akodon oenos,Rodentia,Cricetidae,,,,,,,,,,,Akodon spegazzinii,170300,True
Akodon orophilus,Rodentia,Cricetidae,38.99,,,,,,,,-7.09,-76.95,Akodon orophilus,754316,False
Akodon paranaensis,Rodentia,Cricetidae,,,,,,,,,,,Akodon paranaensis,896699,False
Akodon pervalens,Rodentia,Cricetidae,,,,,,,,,,,Akodon pervalens,3608354,False
Akodon reigi,Rodentia,Cricetidae,,,,,,,,,,,Akodon reigi,896702,False
Akodon sanctipaulensis,Rodentia,Cricetidae,27.1,,,,,,,,-23.41,-47.28,Akodon sanctipaulensis,3608368,False
Akodon serrensis,Rodentia,Cricetidae,28.3,,,,,,,,-24.46,-50.88,Akodon serrensis,837921,False
Akodon siberiae,Rodentia,Cricetidae,34.6,,,,,,,,-17.41,-65.6,Akodon siberiae,360765,False
Akodon simulator,Rodentia,Cricetidae,42.5,,,,,,,,-25.12,-64.55,Akodon simulator,468305,False
Akodon spegazzinii,Rodentia,Cricetidae,28.6,,,,,,,,-25.81,-65.65,Akodon spegazzinii,170300,False
Akodon subfuscus,Rodentia,Cricetidae,30.39,,,,,,,,-13.8,-71.34,Akodon subfuscus,292092,False
Akodon surdus,Rodentia,Cricetidae,38.99,,,,,,,,-12.9,-72.86,Akodon surdus,3608367,False
Akodon sylvanus,Rodentia,Cricetidae,38.99,,,,,,,,-21.45,-64.73,Akodon sylvanus,536358,False
Akodon toba,Rodentia,Cricetidae,51.2,,,,,,,,-22.23,-60.29,Akodon toba,360763,False
Akodon torques,Rodentia,Cricetidae,38.99,,,,,,,,-13.44,-71.4,Akodon torques,292096,False
Akodon varius,Rodentia,Cricetidae,40.0,,,,,,,3.0,-19.29,-64.52,Akodon varius,224515,False
Alcelaphus buselaphus,Artiodactyla,Bovidae,160937.86,242.66,1.0,2.73,240.0,3.65,188.73,1.0,5.81,15.05,Alcelaphus buselaphus,989807,False
Alcelaphus caama,Artiodactyla,Bovidae,176115.97,,,,183.96,3.18,,,-21.68,20.84,Alcelaphus caama,989782,False
Alcelaphus lichtensteinii,Artiodactyla,Bovidae,168695.66,237.0,0.98,4.41,,1.71,,1.0,-11.63,29.24,Alcelaphus lichtensteini,363033,True
Alces alces,Artiodactyla,Cervidae,461900.76,235.0,1.25,71.75,324.0,0.4,98.85,1.0,,,Alces alces,460509,False
Alces americanus,Artiodactyla,Cervidae,541460.44,245.0,1.0,,300.0,,182.5,1.0,,,Alces americanus,196762,False
Alionycteris paucidentata,Chiroptera,Pteropodidae,16.24,,,,,,,,7.86,124.45,Alionycteris paucidentata,491371,False
Allactaga balikunica,Rodentia,Dipodidae,,,,,,,,,42.44,102.3,Allactaga balikunica,3608063,False
Allactaga bullata,Rodentia,Dipodidae,,,2.52,,,,,,45.69,103.2,Allactaga bullata,910642,False
Allactaga elater,Rodentia,Dipodidae,59.0,,4.47,,,,32.31,,39.46,68.98,Scarturus elater,475305,True
Allactaga euphratica,Rodentia,Dipodidae,232.0,,4.99,,50.4,,,,,,Allactaga euphratica,739520,False
Allactaga firouzi,Rodentia,Dipodidae,,,,,,,,,31.71,51.81,Allactaga firouzi,739517,False
Allactaga hotsoni,Rodentia,Dipodidae,,,,,,,,,30.12,61.7,Allactaga hotsoni,1043408,False
Allactaga major,Rodentia,Dipodidae,,,3.49,,,,45.36,,48.87,57.61,Allactaga major,852287,False
Allactaga severtzovi,Rodentia,Dipodidae,,,3.93,,,,,,42.18,65.39,Allactaga severtzovi,3608064,False
Allactaga sibirica,Rodentia,Dipodidae,,,3.44,,,,,,45.62,88.72,Allactaga sibirica,814883,False
Allactaga tetradactyla,Rodentia,Dipodidae,52.0,,,,,,,,30.78,26.29,Scarturus tetradactyla,3608061,True
Allactaga vinogradovi,Rodentia,Dipodidae,,,,,,,,,42.62,70.89,Allactaga vinogradovi,3608062,False
Allactaga williamsi,Rodentia,Dipodidae,,,,,,,,,,,Allactaga williamsi,164961,False
Allactodipus bobrinskii,Rodentia,Dipodidae,,,5.15,,,,,,41.47,60.01,Allactodipus bobrinskii,85039,False
Allenopithecus nigroviridis,Primates,Cercopithecidae,4749.96,,1.01,,276.0,,106.15,,-0.17,20.68,Allenopithecus nigroviridis,721471,False
Allocebus trichotis,Primates,Cheirogaleidae,78.09,,1.0,,,,,2.0,-16.59,49.35,Allocebus trichotis,516007,False
Allocricetulus curtatus,Rodentia,Cricetidae,,,5.19,,,,,,47.52,107.28,Allocricetulus curtatus,270176,False
Allocricetulus eversmanni,Rodentia,Cricetidae,,,4.99,,,,,,56.31,73.38,Allocricetulus eversmanni,753012,False
Alouatta belzebul,Primates,Atelidae,6157.91,,,,,17.0,,,-6.8,-47.71,Alouatta belzebul,1058654,False
Alouatta caraya,Primates,Atelidae,5576.96,185.92,1.01,,243.6,80.0,323.16,1.0,-20.34,-54.96,Alouatta caraya,791697,False
Alouatta coibensis,Primates,Atelidae,,,,,,,,,7.63,-81.56,Alouatta coibensis,3607546,False
Alouatta guariba,Primates,Atelidae,5188.33,,,0.03,,89.09,,1.0,-21.13,-46.64,Alouatta guariba,558069,False
Alouatta macconnelli,Primates,Atelidae,,,,,,,,,2.57,-58.69,Alouatta seniculus macconnelli,512634,True
Alouatta nigerrima,Primates,Atelidae,,,,,,,,,-5.63,-57.92,Alouatta nigerrima,6520508,False
Alouatta palliata,Primates,Atelidae,6576.99,185.42,1.02,0.19,300.0,58.99,495.6,1.0,6.95,-86.17,Alouatta palliata,1012045,False
Alouatta pigra,Primates,Atelidae,7172.06,185.92,1.01,0.3,240.0,8.53,,1.0,18.8,-89.58,Alouatta pigra,558066,False
Alouatta sara,Primates,Atelidae,6611.04,,,,,,,,-14.72,-63.5,Alouatta sara,814670,False
Alouatta seniculus,Primates,Atelidae,6398.31,189.9,1.42,0.1,300.0,44.49,370.04,2.0,0.68,-68.89,Alouatta seniculus,791699,False
Alticola albicaudus,Rodentia,Cricetidae,,,,,,,,,34.96,76.62,Alticola albicaudus,3608470,False
Alticola argentatus,Rodentia,Cricetidae,37.69,,4.57,,,,,1.0,39.79,83.36,Alticola argentatus,118432,False
Alticola barakshin,Rodentia,Cricetidae,,,,,,,,,48.48,93.02,Alticola barakshin,118430,False
Alticola lemminus,Rodentia,Cricetidae,,,,,,,,,62.51,-1.68e-05,Alticola lemminus,3608465,False
Alticola macrotis,Rodentia,Cricetidae,,,,,,,,,52.4,99.99,Alticola macrotis,910203,False
Alticola montosa,Rodentia,Cricetidae,,,,,,,,,33.5,77.02,Alticola montosa,3608469,False
Alticola olchonensis,Rodentia,Cricetidae,,,,,,,,,,,Alticola olchonensis,3608471,False
Alticola roylei,Rodentia,Cricetidae,37.0,,5.44,,,,,,31.26,78.8,Alticola roylei,3608467,False
Alticola semicanus,Rodentia,Cricetidae,,,,,,,,,47.67,104.93,Alticola semicanus,480666,False
Alticola stoliczkanus,Rodentia,Cricetidae,30.14,,7.77,,,,,,33.48,88.68,Alticola stoliczkanus,7067202,False
Alticola strelzowi,Rodentia,Cricetidae,49.99,20.85,6.9,,,,17.0,,48.65,80.78,Alticola strelzowi,118428,False
Alticola tuvinicus,Rodentia,Cricetidae,,,,,,,,,52.02,96.36,Alticola tuvinicus,3608466,False
Amblyrhiza inundata,Rodentia,Heptaxodontidae,,,,,,,,,,,Amblyrhiza inundata,3611157,False
Amblysomus corriae,Afrosoricida,Chrysochloridae,,,,,,,,,-33.63,20.52,Amblysomus corriae,753114,False
Amblysomus hottentotus,Afrosoricida,Chrysochloridae,62.6,,1.86,0.000334208,12.0,1000.0,,2.0,-29.74,27.85,Amblysomus hottentotus,574736,False
Amblysomus marleyi,Afrosoricida,Chrysochloridae,,,,,,,,,-27.6,32.09,Amblysomus marleyi,117566,False
Amblysomus robustus,Afrosoricida,Chrysochloridae,,,,,,,,,-25.64,30.41,Amblysomus robustus,178886,False
Amblysomus septentrionalis,Afrosoricida,Chrysochloridae,,,,,,,,,-27.28,28.75,Amblysomus septentrionalis,178889,False
